208.1681638,256.8524997,0
209.6458523,249.6141725,0
207.9929691,338.7024423,0
207.4217527,349.4235156,0
210.5044682,257.8522463,0
208.2182128,356.1148398,0
211.5861195,240.992969,0
209.4934352,329.3668554,0
212.4973787,252.8002132,0
211.6347632,288.0256629,0
210.4360427,339.8939768,0
210.001492,349.4692795,0
211.305144,320.7433712,0
210.3056311,359.8084293,0
214.1869377,232.8250969,0
213.8119177,242.8872305,0
213.5638347,257.1027822,0
212.2628851,330.6525023,0
211.7721239,362.9478193,0
215.0150394,250.9459381,0
214.0129785,283.6958788,0
213.9112899,293.1004411,0
213.2865654,313.3594154,0
212.5601523,343.022952,0
212.3331482,352.2928072,0
216.709926,227.8354609,0
216.3365274,237.8313812,0
216.2662643,244.7855464,0
214.240523,323.4230441,0
215.4298082,306.7202408,0
214.4848227,337.95646,0
214.1816101,358.5081865,0
213.5227577,364.9882162,0
217.1788747,252.4526887,0
216.5824485,284.9779782,0
216.1630314,293.9352906,0
215.9041387,300.4224155,0
215.8436043,314.3321649,0
214.9031588,345.3829869,0
214.7783065,350.4814072,0
219.2726631,223.3234725,0
218.8951878,231.3850537,0
218.7135845,238.8009378,0
218.5319812,246.216822,0
216.6267684,356.6967866,0
216.2262683,364.8816111,0
219.7372648,250.102321,0
218.8578942,281.92705,0
218.676291,289.3429341,0
218.4946877,296.7588183,0
218.3503779,305.1027522,0
217.542892,311.116451,0
217.3142664,344.9620652,0
217.1326632,352.3779494,0
221.7257125,222.0068196,0
221.3062954,230.964132,0
221.0646982,238.3789519,0
220.6431192,245.7905789,0
218.6487262,363.9971967,0
221.4273643,283.2091494,0
221.0079472,292.1664618,0
220.7754302,299.2104874,0
219.8356332,303.2743238,0
219.6572729,347.3221001,0
219.4756696,354.7379843,0
221.7521963,249.5198065,0
224.1708708,220.1954197,0
223.7514537,229.1527321,0
223.3660873,236.7195662,0
221.0598339,363.576275,0
223.9221701,276.4525596,0
223.5439071,286.6471198,0
223.1596216,294.9867966,0
222.1848012,349.4999307,0
221.8073259,357.5615119,0
226.6160291,218.3840197,0
226.196612,227.3413321,0
225.8112455,234.9081663,0
224.5222947,298.16409,0
223.5686923,364.4156857,0
226.5035308,269.0792466,0
226.1252679,279.2738067,0
226.023116,283.4452415,0
224.468138,346.9437495,0
224.2865348,354.3596337,0
229.0532963,216.0778727,0
228.6758209,224.1394539,0
228.3380944,232.6786827,0
227.0559846,298.4563405,0
226.0801913,361.9960361,0
229.0848915,261.7059335,0
228.7123037,271.6687473,0
228.3405034,279.4985821,0
227.0376081,348.2258489,0
226.5409015,356.254402,0
231.3366331,213.5216915,0
231.1550298,220.9375757,0
230.9166755,230.6709236,0
229.0406489,299.1098068,0
231.6078798,256.7162975,0
230.792634,266.3731695,0
231.0663129,278.8315235,0
229.4827664,346.414449,0
229.0633493,355.3717614,0
228.3499079,359.9960462,0
231.1117137,301.4870982,0
233.826034,215.1556613,0
233.4526354,225.1515816,0
233.1296411,230.9883975,0
234.2093157,251.4410044,0
233.2580605,257.6067175,0
233.3926415,276.6205634,0
231.9654344,342.2543309,0
231.587959,350.3159121,0
230.9620763,357.4920678,0
233.482285,302.7215078,0
236.3433703,212.4976439,0
235.965895,220.5592251,0
235.6281685,229.0984539,0
236.2979695,248.664979,0
235.599986,276.3505917,0
234.364358,340.2301364,0
233.9877165,350.3584832,0
233.8571892,355.6886499,0
235.6971383,305.0627088,0
238.6267071,209.9414627,0
238.4451039,217.3573469,0
238.2067496,227.0906948,0
238.1911836,274.294479,0
236.9132896,334.1810883,0
236.5350266,344.3756484,0
236.196142,350.8613542,0
237.8619196,306.530835,0
241.0264646,209.9840338,0
240.8448613,217.399918,0
240.606507,227.1332659,0
239.340689,311.5031384,0
240.705416,272.1133491,0
239.6913563,320.8759802,0
239.2979906,329.5864512,0
239.1163874,337.0023354,0
238.7121039,345.3416575,0
243.4262221,210.0266049,0
243.2446188,217.4424891,0
243.0062645,227.175837,0
241.5745173,310.1516837,0
243.1619245,269.8384564,0
242.1637551,317.9521976,0
241.7771995,326.384573,0
241.5955963,333.8004572,0
241.1480739,339.8205416,0
245.8259795,210.069176,0
245.6443763,217.4850602,0
245.4031844,227.3342813,0
245.6354583,266.8683246,0
243.7926715,317.6101389,0
243.9110379,325.0313444,0
243.3219083,332.7491286,0
248.2030366,211.0387326,0
248.0214333,218.4546168,0
247.6020163,227.4119292,0
249.12997,230.3757641,0
248.1260174,263.2029536,0
250.5687435,212.471782,0
250.3871402,219.8876661,0
251.6243125,226.5558955,0
251.201112,235.6677055,0
250.626035,259.1513386,0
248.8652863,332.8033054,0
249.667213,322.814987,0
249.0127926,342.1857915,0
252.8890495,215.7588024,0
252.3088919,241.9008583,0
249.7195629,350.4388361,0
252.7225026,252.3214405,0
254.1148716,222.8905245,0
253.6803209,232.4658273,0
251.7204417,317.7507755,0
251.3572352,332.5825438,0
251.3892011,358.7045457,0
254.8758757,240.8335301,0
252.0325955,346.3198702,0
251.9064461,353.9222157,0
254.3337684,250.7160542,0
255.9919792,223.8512121,0
256.114129,231.1179201,0
254.3018025,310.3774625,0
253.9235396,320.5720226,0
253.042007,327.9754902,0
253.5208775,361.5245258,0
256.4984145,239.9349253,0
254.5440174,352.4233585,0
256.8377624,304.8581205,0
256.4708497,314.5891878,0
255.4687888,318.7446585,0
255.3471795,360.474971,0
257.0497101,348.1399972,0
256.0833213,354.9237006,0
259.3737223,299.3387785,0
259.0011345,309.3015922,0
258.0047487,313.2253165,0
